https://book.douban.com/subject/26961138/, 姚著中国史 : 超越汉族中心主义的中国史 , 姚大中 华夏出版社 2017-1-1 CNY 398.00 ,9.4,《姚著中国史》是台湾著名历史学者姚大中先生毕生精力创作的著作。本书打破了经济史、政治史、文化史、民族史的界线，以全新的架构叙述了从远古到清代的中国历史。作者... ,
https://book.douban.com/subject/1675478/, 天朝的崩溃 : 鸦片战争再研究 , 茅海建 生活·读书·新知三联书店 2005-7 32.00元 ,9.0,《天朝的崩溃》是作者系统研究鸦片战争十余年所得的成果。作者详尽考订了与战争相关的一系列重要史实，力图以当时的道德观念、思维方式与行为规范去理解历史，使许多在... ,
https://book.douban.com/subject/10471333/, 叫魂 : 1768年中国妖术大恐慌 , [美] 孔飞力 陈兼、刘昶 生活·读书·新知三联书店 上海三联书店 2012-5 38.00元 ,8.9,《叫魂:1768年中国妖术大恐慌》中在中国的千年帝制时代，清高宗弘历可谓是空前绝后的一人，然而在乾隆盛世达到登峰造极的时候，整个大清的政治与社会生活却被一股... ,
https://book.douban.com/subject/26451505/, 伯罗奔尼撒战争 , [美] 唐纳德·卡根 陆大鹏 社会科学文献出版社 2016-4 79.00元 ,9.1,在公元前5世纪末的近三十年里，古典世界被一场冲突撕扯得四分五裂，那就是伯罗奔尼撒战争。在其历史背景之下，这场战争的戏剧性、决定性和毁灭性可以与20世纪的两次... ,
https://book.douban.com/subject/1873231/, 明朝那些事儿（壹） : 洪武大帝 , 当年明月 中国友谊出版公司 2006-9 24.80 ,8.8,从朱元璋的出身开始写起，到永乐大帝夺位的靖难之役结束为止。叙述了明朝最艰苦卓绝的开国过程。朱元璋pk陈友谅，谁堪问鼎天下？战太平、太湖大决战。卧榻之侧埋恶虎... ,
https://book.douban.com/subject/1077847/, 史记（全十册） , 司马迁 （索引）司马贞，（正义）张守节 中华书局 1982-11 125.00 ,9.5,史记是我国第一部通史。在史记之前，有以年代为次的“编年史”如春秋，有以地域为限的“国别史”如国语、战国策，有以文告档卷形式保存下来的“政治史”如尚书，可是没... ,
https://book.douban.com/subject/1005492/, 光荣与梦想 : 1932-1972年美国社会实录 , [美] 威廉·曼彻斯特 广东外国语学院美英问题研究室翻译组 海南出版社 三环出版社 2004-02 68.00 ,8.9,本书是美国的一部断代史，勾画了从1932年罗斯福总统上台前后，到1972年尼克松总统任期内水门事件的四十年间美国政治、经济、文化，以及社会生活的全景式画卷。... ,
https://book.douban.com/subject/25883305/, 阿拉伯的劳伦斯 : 战争、谎言、帝国愚行与现代中东的形成 , [美] 斯科特·安德森 陆大鹏 社会科学文献出版社 2014-9-1 72.00元 ,9.1,1914年第一次世界大战爆发以后，德国的盟友土耳其趁机侵入阿拉伯半岛，而该地区的各个部族处于一盘散沙的状态，无力抵抗土耳其侵略军。英国军方派了“阿拉伯通”陆... ,
https://book.douban.com/subject/1225977/, 全球通史（第7版 上册） : 从史前史到21世纪 , [美] 斯塔夫里阿诺斯 董书慧、王昶、徐正源 北京大学出版社 2005-1 88.00元 ,8.9,斯塔夫里阿诺斯的这部潜心力作自1970年初版问世以来，赞誉如潮，被译成多种语言流传于世，可谓经典之中的经典。第7版在保留原文精华的基础上，融入了时新的研究成... ,
https://book.douban.com/subject/25746578/, 大英博物馆世界简史 , [英]尼尔•麦格雷戈 余燕 新星出版社 2014-1 108.00元 ,9.2,◎ 从大英博物馆800万件馆藏中精选100件藏品 讲述人类200万年历史 ◎ 大英博物馆、英国国家广播公司（BBC） 联手打造 ◎ 大英博物馆馆长尼尔•... ,
https://book.douban.com/subject/1062343/, 昨日的世界 : 一个欧洲人的回忆 , [奥］斯蒂芬・茨威格 舒昌善、孙龙生、刘春华、戴奎生 广西师范大学出版社 2004-5 32.00元 ,9.2,作者以饱满真挚的感情、平实顺畅的文宇叙述了他所认识的特定时期的各种人物，他亲身经历的社会政治事件，他对那个动荡不安的时代的感受，记录了当时欧洲从一战前夜到二... ,
https://book.douban.com/subject/1083762/, 人类的群星闪耀时 , [奥] 斯蒂芬·茨威格 舒昌善 广西师范大学出版社 2004-8 18.00元 ,8.7,《人类群星闪耀时》由奥地利著名小说家创作。《人类群星闪耀时》内容：涌动着匪徒、探险家、叛乱者兼英雄血液的巴尔沃亚成为第一个看到太平洋的欧洲人；仅仅一秒钟的优... ,
https://book.douban.com/subject/26639302/, 世界的演变 : 19世纪史 , 于尔根·奥斯特哈默 强朝晖、刘风 社会科学文献出版社 2016-11-1 CNY 238.00 ,9.3,一部经典之作！ · 【内容简介】 从19世纪开始，人类现代史即将拉开序幕。这是一个重大政治理念汇聚的时代，是“此在”科学化的时代，是铁路与工业的时代，是各大... ,
https://book.douban.com/subject/25902942/, 文明之光（第一册） , 吴军 人民邮电出版社 2014-6-25 59.00元 ,9.0,人类的历史，是从野蛮蒙昧一步步走向文明进步的过程。在文明的进程中，人类创造出多元的文化，它们有着各自的特长。要实现人类和平发展的终极理想，一个重要的前提是承... ,
https://book.douban.com/subject/20441569/, 被淹没和被拯救的 , [意] 普里莫·莱维 杨晨光 三辉图书 上海三联书店 2013-3 32.00元 ,9.1,本书是意大利最具知识分子良心的天才作家普里莫•莱维的最后作品。莱维以生命完成了对纳粹暴行的见证，他的简明易懂的作品是对生活奇妙的赞颂，证明了人类的精神无法被... ,
https://book.douban.com/subject/26847586/, 哈佛中国史（全六卷） , [加] 卜正民 等 王兴亮、李磊、张晓东、冯世明、李文锋、潘玮琳、李仁渊、张远 三辉图书 中信出版社 2016-10 CNY 408.00 ,8.8,【内容简介】 哈佛中国史（全六卷） [加]卜正民（Timothy Brook）主编 01：早期中华帝国：秦与汉 [美]陆威仪（Mark Edward Lew... ,
https://book.douban.com/subject/1032063/, 旧制度与大革命 , [法] 托克维尔 冯棠 商务印书馆 1992-08 12.80元 ,8.9,这部《旧制度与大革命》给我们带来了什么新东西，发了什么前人所未发的新意？托克维尔开宗明义就指出，他从事的是“关于法国革命的研究”，而不是写另一部大革命史。既... ,
https://book.douban.com/subject/26991064/, 青年斯大林 , [英] 西蒙·蒙蒂菲奥里 徐展雄 浦睿文化·民主与建设出版社 2017-3 78.00元 ,8.5,*英国科斯塔图书奖、法兰西学院奖、美国《洛杉矶时报》图书奖等国际大奖获奖作品！ *《纽约时报》《独立报》《泰晤士报》《观察家报》《星期天泰晤士报》《每日电讯... ,
https://book.douban.com/subject/3079029/, 大秦帝国 , 孙皓晖 河南文艺出版社 2008-5-1 369.00元 ,8.7,大秦帝国作为时代精神汇集的帝国，集中地体现了那个时代中华民族的强势生存精神。中华民族的整个文明体系其所以能够绵延如大河奔涌，秦帝国时代开创奠定的强势生存传统... ,
https://book.douban.com/subject/25891318/, 1453 : 君士坦丁堡之战 , [英] 罗杰·克劳利 陆大鹏 社会科学文献出版社·甲骨文 2014-6 49.00元 ,9.0,本书是罗杰·克劳利著名的“地中海史诗三部曲”之一。 1453 君士坦丁堡的战火，两个文明的撞击 《今日美国》夏季最佳图书 《旧金山纪事报》夏季最佳图书 克... ,
https://book.douban.com/subject/26827546/, 大历史 : 虚无与万物之间 , [美] 大卫·克里斯蒂安（David Christian）、辛西娅·斯托克斯·布朗 (Cynthia Stokes Brown)、克雷格·本杰明 (Craig Benjamin) 刘耀辉 北京联合出版公司·后浪出版公司 2016-8-1 88.00元 ,8.5,比尔盖茨被本书作者大卫·克里斯蒂安的大历史观念震撼，斥资一千万美元精心打造的在线大历史教学项目→https: school.bighistoryproje... ,
https://book.douban.com/subject/1446959/, 唐代的外来文明 : The Golden Peaches of Samarkand: A Study of T'ang Exotics , 爱德华·谢弗、Edward H. Schafer 吴玉贵 陕西师范大学出版社 2005-12-1 98.00元 ,8.9,本书原名为《撒马尔罕的金桃——唐朝的舶来品研究》，是西方汉学的一部名著，被视为西方学者研究中国古代社会、古代文化的必读之作。本书选取中华民族最值得骄傲的朝代... ,
https://book.douban.com/subject/2376486/, 中国近代史 : 1600-2000，中国的奋斗 , [美] 徐中约 计秋枫、朱庆葆 世界图书出版公司 2008-1 66.00元 ,8.8,《中国近代史》自1970年面世后五次修订，销售数十万册，为欧美及东南亚等地中国近代史研究的权威著作及最畅销的学术教科书，是一本极具深远影响的经典作品。 这部... ,
https://book.douban.com/subject/20503529/, 古拉格 , (美)安妮·阿普尔鲍姆 戴大洪 新星出版社 2013-4-1 78.00元 ,9.2,在这部受到普遍称赞的权威性的《古拉格:一部历史》著作中，安妮•阿普尔鲍姆第一次对古拉格——一个大批关押了成百上千万政治犯和刑事犯的集中营——进行了完全纪实性... ,
https://book.douban.com/subject/1027191/, 历史深处的忧虑 : 近距离看美国之一 , 林达 生活·读书·新知三联书店 1997-5 19.00元 ,9.0,美国的面积和中国差不多。和大多数留学生及新移民一样，当我们一脚踏上这块广袤的陌生土地时，最初落脚点的选择是十分偶然的。我们落在了一个普通的地方，居住的环境平... ,
https://book.douban.com/subject/20424526/, 邓小平时代 , 傅高义 冯克利 生活·读书·新知三联书店 2013-1-18 88.00元 ,8.9,邓小平深刻影响了中国历史和世界历史的走向，也改变了每一当代中国人的命运。解读邓小平的政治生涯及其行为逻辑，就是解读当代中国，解读个人命运背后的历史变局。 哈... ,
https://book.douban.com/subject/26292964/, 世界小史 , [英] 恩斯特·贡布里希 吴秀杰 理想国 | 广西师范大学出版社 2016-1 48.00 ,8.8,本书由著名艺术史家贡布里希撰写，一经出版便受到热烈欢迎。作者用成熟睿智的文笔，将人类自古至今几千年的历程浓缩在这本小书里，为读者描绘了一幅幅神态鲜明、脉络清... ,
https://book.douban.com/subject/26354440/, 野蛮大陆 : 第二次世界大战后的欧洲 , [英]基思•罗威（Keith Lowe） 黎英亮 社会科学文献出版社 2015-7 72.00元 ,9.0,《星期日泰晤士报》十佳畅销书 荣获英国笔会 赫塞尔-提尔曼历史图书奖 立足于八种语言的原始档案、访谈记录、学术著作，《野蛮大陆》如同一扇窗户，让我们得以窥见... ,
https://book.douban.com/subject/26150549/, 人性中的善良天使 : 暴力为什么会减少 , 斯蒂芬·平克 安雯 中信出版社 2015-7 CNY 128.00 ,8.7,【内容简介】 人是一种怎样的混合造物啊！新奇，古怪，混乱，自相矛盾，不可思议！他裁断世上万物，他是微末的蚯蚓、真理的宝库，灌满了谬误和不确定性的阴沟，宇宙的... ,
https://book.douban.com/subject/27007549/, 中央帝国的财政密码 , 郭建龙 鹭江出版社 2017-4 68.00 ,9.7,“国富”一定“民强”？帝国“盛极而衰背后的历史逻辑到底是什么？ 以故事的方式诠释中国历代财政制度之得失，拨开两千余年帝国制度的迷雾，把握王侯将相之外更深层的... ,
https://book.douban.com/subject/26865333/, 中国1945 : 中国革命与美国的抉择 , [美] 理查德·伯恩斯坦 (Richard Bernstein) 季大方 社会科学文献出版社 2017-3-1 76.00元 ,8.8,1945年是中国抗日战争最终胜利之年，也是中国国内政治形势风云变幻的一年。对日作战的胜利并没有给中国带来最终的和平，内战的阴影开始在中国上空笼罩，原本就复杂... ,
https://book.douban.com/subject/3707886/, 中国通史 , 吕思勉 上海古籍出版社 2009-4-1 35.00元 ,8.9,本书是吕思勉先生史学论著之一，完成于1939年，分上、下两册。上册分门别类地叙述社会经济制度、政治制度和文化学术的发展情况，内容包括婚姻、族制、政体、阶级、... ,
https://book.douban.com/subject/26900285/, 春之祭 : 第一次世界大战和现代的开端 , [加] 莫德里斯·埃克斯坦斯 李晓红 社会科学文献出版社 2017-4 79.00元 ,8.9,《春之祭》匠心独运，用诙谐而敏锐的手法发掘已被历史抹去的图案，探讨第一次世界大战的起源、影响和余波——从1913年斯特拉文斯基和尼任斯基的芭蕾舞剧《春之祭》... ,
https://book.douban.com/subject/25777432/, 罗马人的故事（礼品装，全15册） , 盐野七生 徐越、计丽屏、刘锐、田建华、田建国 中信出版社 2013-11-1 600.00元 ,9.1,1、内容简介 《罗马人的故事》（15册套装），完美收官。最值得收藏的罗马史经典。在这平庸年代，人人渴望英雄，日本女作家盐野七生，决然出走日本，远赴罗马，寻找... ,
https://book.douban.com/subject/26296352/, 财富之城 : 威尼斯海洋霸权 , [英]罗杰·克劳利 陆大鹏、张骋 社会科学文献出版社 2015-2-1 58.00元 ,8.9,地中海史诗系列三部曲的最后一部《财富之城》则可算是威尼斯共和国简史，不过侧重于其在地中海上的外交与战争，尤其是与奥斯曼帝国的对抗。数百年间，威尼斯从礁湖渔村... ,
https://book.douban.com/subject/25891321/, 海洋帝国 : 地中海大决战 , 罗杰·克劳利 (Roger Crowley) 陆大鹏 社会科学文献出版社·甲骨文 2014-6 55.00元 ,9.0,海洋帝国 从马耳他到勒班陀，夺取世界的中心 《纽约时报》最佳畅销图书 《经济学人》年度最佳图书 在整个欧洲史中，没有任何故事比基督教和伊斯兰教两个世界争夺... ,
https://book.douban.com/subject/25752592/, 从黎明到衰落（上下） : 西方文化生活五百年，1500年至今 , [美] 雅克·巴尔赞 林华 中信出版社 2013-11 98.00元 ,8.9,编辑推荐： ★30岁构思，50余年酝酿，85岁动笔，93岁出版，美国“国宝级历史学家”雅克•巴尔赞毕生心血巨著！ ★《纽约时报书评》惊叹：史学大师的绝世之作... ,
https://book.douban.com/subject/21329239/, 巴黎烧了吗? , 拉莱·科林斯、多米尼克·拉皮埃尔 董乐山 译林出版社 2013-3 38.00元 ,8.8,“巴黎烧了吗？”这是1944年8月25日，巴黎解放那天，阿道夫·希特勒在东普鲁士“狼穴”的地堡里，向他的总参谋长约德尔上将发出的责问。 本书生动而又详细地描... ,
https://book.douban.com/subject/26276743/, 金雀花王朝 : 缔造英格兰的武士国王与王后们 , (英) 丹·琼斯 陆大鹏 社会科学文献出版社 2015-8-1 88.00元 ,8.6,金雀花王朝的初代国王从诺曼王朝手里继承的是一个四分五裂、流血漂橹的残破国家，随后却将它发展壮大成为一个帝国，其版图在巅峰时刻从苏格兰一直延伸到耶路撒冷。在这... ,
https://book.douban.com/subject/26782506/, 伊莎贝拉 : 武士女王 , [美] 克斯汀·唐尼 陆大鹏 社会科学文献出版社·甲骨文 2016-5 86.00元 ,8.7,☆☆☆☆☆西班牙历史上最伟大女王的炼成☆☆☆☆☆ 克斯汀•唐尼成功地恢复了伊莎贝拉在历史中应有的地位。伊莎贝拉是史上最令人着迷也最有争议的女性之一，这是一部... ,
https://book.douban.com/subject/1857844/, European Literature and the Latin Middle Ages , Ernst Robert Curtius Willard R. Trask Princeton University Press 1991-2-1 USD 39.95 ,8.7,In this "magnificent book" (T. S. Eliot), Ernst Robert Curtius (1886-1956), on... ,
https://book.douban.com/subject/26899544/, 慕尼黑的清真寺 , [美] 伊恩·约翰逊 岳韦 上海译文出版社 2017-3 45 ,8.7,纳粹、中情局、穆斯林兄弟会， 普利策奖得主、《华尔街日报》前德国分社社长， 追踪欧洲伊斯兰激进运动70年！ 慕尼黑清真寺与恐怖活动有着令人不安的联系。 19... ,
https://book.douban.com/subject/25938605/, 天国之秋 , [美] 裴士锋 (Stephen R.Platt) 黄中宪、谭伯牛（校） 社会科学文献出版社 2014-11-10 69.00元 ,8.6,2012年坎迪尔（Cundill Prize）历史奖大奖（世界奖金最高的历史著作奖） 裴士锋生动重现了……十九世纪中叶的太平天国战争。这场战争所夺走的人命之... ,
https://book.douban.com/subject/1030503/, 东晋门阀政治 , 田余庆 北京大学出版社 2005-6-1 30.0 ,9.2,本书讲述的是从公元4世纪初年至5世纪初年的百余年间，江左几家侨姓门阀士族与司马氏皇权结合而运转的政治历史。虽不是全面的东晋政治史，但从东晋门阀士族的兴替和门... ,
https://book.douban.com/subject/6533042/, 南明史 , 顾诚 光明日报出版社 2011-8-1 88.00元 ,9.3,本书特点是基本上以大顺军、大西军余部及郑成功等民众抗清斗争为主线；贯串全书的脉络是强调历时二十年的抗清斗争失败的主要原因是抗清势力内部矛盾重重，严重分散，抵... ,
https://book.douban.com/subject/25953571/, 耳语者 : 斯大林时代苏联的私人生活 , [英] 奥兰多·费吉斯 毛俊杰 广西师范大学出版社 2014-8 108.00 ,8.7,斯大林时代（1924—1953）既是一个全面控制时代的开端，也是它的高潮时刻。经过改造的苏维埃人，既恐惧政治权力，又对它无比崇拜。他们几乎每个人都成了“耳语... ,
https://book.douban.com/subject/26979435/, 东风 : 法国知识分子与20世纪60年代的遗产 , [美] 理查德·沃林 董树宝 三辉图书 中央编译出版社 2017-3-1 68.00元 ,8.6,◆2012年《金融时报》最佳历史类图书 ◆托尼·朱特与迈克尔·沃尔泽一致推荐 ◆解读60年代法国知识分子 揭示“五月风暴”中的中国因素 ··· 【内容简介】... ,
https://book.douban.com/subject/1076378/, 传统十论 : 本土社会的制度、文化与其变革 , 秦晖 复旦大学出版社 2004-09-01 18.00 ,9.1,本书所收的系列文章主要是对传统社会与文化本身的结构性研究。作者不满于过去流行的“租佃神话”和“宗族神话”，主张在社会-经济分析与思想-文化分析的综合与融会中... ,
https://book.douban.com/subject/3228779/, 出埃及记 , （美）里昂·尤里斯 高卫民 中国青年出版社 2008-10 50.00元 ,8.7,《出埃及记》作为一部非凡的小说，取材于二十世纪最戏剧性的事件之一：一个崭新的国家，在经历了无论从军事、政治、地理、经济上都令人难以置信的艰难困苦后，终于诞生... ,
https://book.douban.com/subject/2032141/, 陈寅恪魏晋南北朝史讲演录 , 万绳楠 贵州人民出版社 2007-4 29.8 ,8.9,本书是当代史学大师陈寅恪先生（1890-1969）有关魏晋南北朝史的讲演录，由万绳楠教授根据笔记整理而成。陈寅属先生研究史学至勤，著作甚富，尤其是其中国中古... ,
https://book.douban.com/subject/26907172/, 莫扎特与纳粹 : 第三帝国对一个文化偶像的歪曲滥用 , 艾瑞克•莱维 (Erik Levi) 杨宁 广西师范大学出版社 2017-3-1 CNY 68.00 ,9.3,莫扎特提倡的人道主义世界观和纳粹思想尽管明显不相容，第三帝国仍将这位伟大作曲家的音乐用于巩固自己的政权。本书作者艾瑞克•莱维查阅了期刊、日记、演讲稿等大量档... ,
https://book.douban.com/subject/26861418/, 奥斯维辛 : 一部历史 , [英] 劳伦斯•里斯 刘爽 广西师范大学出版社 2016-9 CNY 64.00 ,9.2,有奥斯维辛，就不能有上帝的存在。——普里莫•莱维 无论我在思考什么，总要思考奥斯维辛。感谢那些要求、甚至逼迫我们讲述一切的人，因为他们想听到、想知道发生在奥... ,
https://book.douban.com/subject/26905142/, 罗马帝国的陨落 : 一部新的历史 , 彼得•希瑟 (Peter Heather) 向俊 中信出版社·新思文化 2016-11-30 88 ,9.5,再现罗马走向衰亡的悲壮史诗，追问帝国倾覆的真正根源，严谨研究和流畅书写的完美融合，全球热销50万册！革新爱德华•吉本的事业，半个多世纪以来罗马史研究的集大成... ,
https://book.douban.com/subject/1982427/, 大明王朝1566 , 刘和平 人民文学出版社 2007-1-1 59.00元 ,9.1,揭开中国历史上最另类的皇帝嘉靖数十年不上朝的执政之谜 揭示中国历史上清官海瑞以“智忠”代“愚忠”的为官之道 揭露清修明史列为奸臣之最首辅严嵩权极而衰的真相 ... ,
https://book.douban.com/subject/26943161/, 未来简史 , [以] 尤瓦尔·赫拉利 林俊宏 中信出版社 2017-1 68 ,8.5,进入21世纪后，曾经长期威胁人类生存、发展的瘟疫、饥荒和战争已经被攻克，智人面临着新的待办议题：永生不老、幸福快乐和成为具有“神性”的人类。在解决这些新问题... ,
https://book.douban.com/subject/26901940/, 征服者 : 葡萄牙帝国的崛起 , [英] 罗杰·克劳利（Roger Crowley） 陆大鹏 社会科学文献出版社 2016-12-1 CNY 69.00 ,9.0,通过“地中海史诗三部曲”（《1453》《海洋帝国》《财富之城》），《纽约时报》畅销书作家罗杰•克劳利确立了自己的地位：他是我们这一代研究欧洲伟大航海帝国的卓... ,
https://book.douban.com/subject/2747765/, 中国古代文化常识 , 王力 编 世界图书出版公司 2008-1 25.00元 ,8.9,《中国古代文化常识》(插图修订第4版)是北京大学王力教授主持并召集众多专家共同编写的关于中国古代文化常识的简明读本，出版46年来前后历经4次重要修订。到今天... ,
https://book.douban.com/subject/25844017/, 讲谈社·中国的历史（十卷本） , (日) 宫本一夫、(日) 平势隆郎、(日) 鹤间和幸、(日) 金文京、(日) 川本芳昭、(日) 气贺泽保规、(日) 小岛毅、(日) 杉山正明、(日) 上田信、(日) 菊池秀明 吴菲、周洁、马彪、何晓毅、梁蕾、余晓潮、石晓军、乌兰、乌日娜、高莹莹、马晓娟 广西师范大学出版社 2014-2-1 CNY 568.00 ,8.5,讲谈社《中国的历史》是日本历史学家的系列著作，是近年来中国历史方面的重磅力作。丛书自上古到近代，内容含概量大，撰述者均为日本该领域的代表性学者，作品大多构思... ,
https://book.douban.com/subject/1072295/, 資治通鑑（全二十冊） , [宋] 司馬光 編著、[元] 胡三省 音注 標點資治通鑒小組 校點 中華書局 1956-6 332.00元 ,9.3,《资治通鉴》是一部集体编写的历史巨著，主编是司马光，协修是刘恕、刘�和范祖禹，司马光的儿子司马康担任检阅文字的工作。它上起周威烈王二十三年（前400年），下... ,
https://book.douban.com/subject/4903692/, 东京梦华录 , 孟元老 中州古籍出版社 2010-6-1 20.00元 ,9.1,《东京梦华录》多记崇宁以后所见，时方以逸豫临下，故若彩山灯火，水殿争标，宝津男女诸戏，走马角射，及天宁节女队归骑，年少争迎，虽事隔前载，犹令人想见其盛。至如... ,
https://book.douban.com/subject/26992884/, 冰雪王国 : 美国军舰珍妮特号的极地远征 , [美] 汉普顿·塞兹 马睿 社会科学文献出版社 2017-4-1 82.00元 ,9.2,1879年7月8日，德隆告别了年轻的妻子，带领美国军舰珍妮特号从旧金山启航了，时逢“北极热 ”，前来送行的人群欢呼雀跃。德隆领导着33人的团队——带着一个年... ,
https://book.douban.com/subject/26603137/, 危机与重构 : 唐帝国及其地方诸侯 , 李碧妍 北京师范大学出版社 2015-8-30 79.80元 ,9.1,聂隐娘身处的时代与周遭具体如何？ 诸侯割据怎样促成了大唐帝国的重建并走向了自身的终结？ 作者于盘根错节之中抽丝剥笋，给人以读推理小说的奇妙感 “安史之乱”无... ,
https://book.douban.com/subject/27011415/, 能夏则大与渐慕华风 : 政治体视角下的华夏与华夏化 , 胡鴻 北京师范大学出版社 2017-3 59.00元 ,8.7,本書從政治體視角出發，嘗試為理解古代華夏提供一條新路徑。無論是商末西土聯盟還是春秋戰國的諸夏，以及與秦漢帝國政治體系綁定的華夏，都是一種由政治關係維繫的人群... ,
https://book.douban.com/subject/26865732/, 纳粹医生 : 医学屠杀与种族灭绝心理学 , [美] 罗伯特·杰伊·利夫顿 王毅、刘伟 江苏凤凰文艺出版社 2016-10 118.00元 ,8.7,《纳粹医生》并不是泛泛地展示和谴责纳粹之恶，它通过对40个左右的纳粹(其中29个纳粹医生)和80个纳粹受害者9其中40个成为纳粹的医学助手)的访谈，作者试图... ,
https://book.douban.com/subject/26275177/, 文明之光 （第三册） , 吴军 人民邮电出版社 2015-1-1 59 ,9.0,【《文明之光》系列荣获由中宣部、中国图书评论学会和中央电视台联合推选的2014“中国好书”奖】 吴军博士从对人类文明产生了重大影响却在过去被忽略的历史故事里... ,
